ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
647710,[Kitsunekopandanuki (pandanuki)] Seijo wa Shippo de Daraku Suru[Chinese][MTL],[キツネコパンダヌキ (パンダヌキ)] 聖女は尻尾で堕落する[机翻汉化],Seijo wa Shippo de Daraku Suru,"translated, chinese",pandanuki,kitsunekopandanuki,doujinshi,,,"big breasts, corruption, monster girl, body modification, tailjob, parasite, sole female, tail, rough translation",53,2026-05-03 12:19:58,2026-05-03 12:19:58,2026-05-04 14:20:19
647711,[Full Exist] Jikan Teishi Kyanpasu ni Shinnyūshite Kirakira JD o Itadakimasu ♪ [Chinese] [COW个人汉化],[フルイスエミ] 時間停止 キャンパスに侵入してキラキラJDをいただきます♪ [中国翻訳],Jikan Teishi Kyanpasu ni Shinnyūshite Kirakira JD o Itadakimasu ♪,"translated, chinese",,full exist | furuisuemi,doujinshi,,,"time stop, group, sole male",48,2026-05-03 12:23:05,2026-05-03 12:23:05,2026-05-04 14:20:30
647712,[Boppochikin (Shining)] Enkaku onaho | 远程飞机杯 [Chinese] [妖玖汉化] [Digital],[ぼっぽちきん (真ing)] 遠隔オナホ [中国翻訳] [妖玖汉化] [DL版],Enkaku onaho | 远程飞机杯,"translated, chinese",,,doujinshi,,,"onahole, masturbation, urination, nakadashi, ahegao, anal, sex toys, x-ray, males only, yaoi, omorashi, mmm threesome, anal intercourse, internal urination, rough translation",48,2026-05-03 12:26:02,2026-05-03 12:26:02,2026-05-04 14:20:41
647713,(同人誌) [CRAZY CLOVER CLUB (城爪草)] セイバーマニアックス2 (Fate stay night) (機翻渣翻),,セイバーマニアックス2,"japanese, translated, chinese",shirotsumekusa,crazy clover club,doujinshi,fate stay night,"rin tosaka, shirou emiya, saber | arturia pendragon","group, ahegao, ffm threesome, pantyhose, sole male, bisexual, twintails, hair buns",43,2026-05-03 12:28:44,2026-05-03 12:28:44,2026-05-04 14:20:53
647714,(ShotaFes 22) [WEST ONE (10nin)] Sparkle☆ vol.7 [Digital],(ショタフェス22) [WEST ONE (10nin)] Sparkle☆ vol.7 [DL版],Sparkle☆ vol.7,japanese,10nin,west one,doujinshi,,,"double anal, group, frottage, anal, multi-work series, males only, yaoi, bukkake, blowjob, shotacon, mmm threesome, anal intercourse",41,2026-05-03 12:36:30,2026-05-03 12:36:30,2026-05-04 14:21:04
647715,[Kakkuu Mogura] Akemi Senpais Busty Diary Chapter 1 [English],[滑空モグラ] アケミ先輩の膨乳日記 第1集 [英訳],Akemi Senpais Busty Diary Chapter 1,english,,kakkuu mogura,doujinshi,,,"big breasts, milking, huge breasts, artistcg, breast expansion, lactation, sole female",452,2026-05-03 13:00:44,2026-05-03 13:00:44,2026-05-04 14:21:16
647716,[ふにゅあ]带着猫猫帽的狐狸孩子,[ふにゅあ]猫のかぶりものした狐の子供の話①,带着猫猫帽的狐狸孩子,"translated, chinese",,,manga,,,rough translation,20,2026-05-03 13:02:10,2026-05-03 13:02:10,2026-05-04 14:21:27
647717,(C106) [Gyoza Baby (Waraiwari Gyoza)] Kisaki Kaichou! Ofuro Agari no Service Time!? (Blue Archive) [English] [N.B.C.J.B.S],(C106) [餃子ベビー (笑笑餃子)] キサキ会長!お風呂上がりのサービスタイム!? (ブルーアーカイブ) [英訳],Kisaki Kaichou! Ofuro Agari no Service Time!?,"english, translated",xiaozi xiao,gyoza baby,doujinshi,blue archive,"sensei, kisaki ryuuge","ahegao, multi-work series, sole female, sole male, very long hair, halo",23,2026-05-03 13:03:54,2026-05-03 13:03:54,2026-05-04 14:21:39
647718,(MEGA ROCK 2) [Dappou Kibidango (Datsuryoku Kick)] Kimi ni Sasageru Nidome no Hajimete. (Rockman.EXE),(MEGA☆ROCK2) [だっぽうきびだんご (脱力キック)] キミに捧げる二度目のハジメテ。 (ロックマン エグゼ),Kimi ni Sasageru Nidome no Hajimete.,japanese,datsuryoku kick,dappou kibidango,doujinshi,megaman battle network | rockman.exe,"lan hikari, megaman.exe","anal, males only, yaoi, bodysuit, shotacon, anal intercourse, kodomo doushi, kodomo only",23,2026-05-03 13:08:16,2026-05-03 13:08:16,2026-05-04 14:21:51
647719,[Ijimaya (Ijima Yuu)] Isekai Kodomo Heya Ojisan Saikyou Majo no Shojo Ana ni Cheat Chinpo de Maryoku Kyoukyuu [Chinese] [Digital],[イジマヤ (伊島ユウ)] 異世界子供部屋おじさん最強魔女の処女穴にチートチンポで魔力供給 [中国翻訳] [DL版],Isekai Kodomo Heya Ojisan Saikyou Majo no Shojo Ana ni Cheat Chinpo de Maryoku Kyoukyuu,"translated, chinese",ijima yuu,ijimaya,doujinshi,,,"big breasts, witch, sole female, extraneous ads",63,2026-05-03 13:12:10,2026-05-03 13:12:10,2026-05-04 14:22:04
647720,[Minarai kaisen teishoku] Daga shiya no Onēsan to no himi tsuya de,[Minarai kaisen teishoku] だがし屋のお姉さんとのひみつやで,Daga shiya no Onēsan to no himi tsuya de,japanese,asada shinjin,minarai kaisen teishoku,doujinshi,,,"big breasts, big ass, nakadashi, huge breasts, femdom, full color, blowjob, shotacon, sole female, sole male, ponytail",54,2026-05-03 13:22:02,2026-05-03 13:22:02,2026-05-04 14:22:15
647721,[自由汁液 (四馬 )] 二人パーティー 増員拒否した幼馴染に触手で告白された,[自由汁液 (四馬 )] 二人パーティー 増員拒否した幼馴染に触手で告白された,二人パーティー 増員拒否した幼馴染に触手で告白された,japanese,,,doujinshi,,,"big breasts, anal, x-ray, males only, yaoi, gaping, blowjob, big penis, tentacles, stomach deformation, anal intercourse, nipple stimulation",65,2026-05-03 13:26:04,2026-05-03 13:26:04,2026-05-04 14:22:27
647722,[Otoko no Saimin Fetiya-san (Matsukaze Akitarou)] Seishin shihai hoken no sensei wa saiminjutsu shi[中国翻訳],[男の催眠フェチ屋さん (松風あきたろう)] 精神支配 保健の先生は催眠術師,Seishin shihai hoken no sensei wa saiminjutsu shi,"translated, chinese",matsukaze akitarou,otoko no saimin fetiya-san,doujinshi,,,"mind control, males only, yaoi, extraneous ads",44,2026-05-03 13:28:53,2026-05-03 13:28:53,2026-05-04 14:22:39
647723,(C91) [Fuketsudan (Chabo)] B.B.W. [Chinese][个人机翻+润色],(C91) [不決断 (茶鳥)] B.B.W. [Chinese][个人机翻+润色],B.B.W.,"translated, chinese",chabo,fuketsudan,doujinshi,,,"orc, pregnant, bbw, body modification, pig man, weight gain, monster, lactation, mind break, rape, impregnation, sole female, rough translation, vaginal birth",25,2026-05-03 13:31:16,2026-05-03 13:31:16,2026-05-04 14:22:50
647724,[ほりえろす] トーマス署長の栄光と転落 [个人翻译],,トーマス署長の栄光と転落,"translated, chinese",horieros,,doujinshi,,,"anal, shemale, feminization, male on dickgirl, rough translation",2,2026-05-03 13:31:39,2026-05-03 13:31:39,2026-05-04 14:23:03
647725,[Marimo Extension (Marimofu)] Uchi no kazoku ga kimosugiru! [Chinese] [红必登個漢],,Uchi no kazoku ga kimosugiru!,"translated, chinese",marimofu,marimofu extension,doujinshi,,,"milf, sweating, big breasts, group, nakadashi, ahegao, ffm threesome, mother, tracksuit, multiple paizuri, incest, sister, big penis, ponytail",52,2026-05-03 13:34:57,2026-05-03 13:34:57,2026-05-04 14:23:14
647726,[Berosu-ya (Berosu)] Dosei Haijoku ~Marunomi Shokushu Jigoku hen~,[べろす屋 (べろす)] 土星敗辱～丸呑み触手地獄編～,Dosei Haijoku ~Marunomi Shokushu Jigoku hen~,japanese,berosu,berosuya,doujinshi,sailor moon | bishoujo senshi sailor moon,sailor saturn | hotaru tomoe,"magical girl, schoolgirl uniform, vore, full color, tentacles, gloves",24,2026-05-03 13:36:35,2026-05-03 13:36:35,2026-05-04 14:23:25
647727,[横松ヒラメ]彼氏持ちで生意気な妹とセックスの練習する方法[Digital],[横松ヒラメ]彼氏持ちで生意気な妹とセックスの練習する方法[DL版],彼氏持ちで生意気な妹とセックスの練習する方法,japanese,,,doujinshi,,,"glasses, netorare, condom, nakadashi, multi-work series, incest, mosaic censorship, sister, blowjob, sole female, sole male",46,2026-05-03 13:39:09,2026-05-03 13:39:09,2026-05-04 14:23:36
647728,[雨雲警報 (雨雲)] 初恋×劣情～友達には戻れない、欲に溺れた三日間～,[雨雲警報 (雨雲)] 初恋×劣情～友達には戻れない、欲に溺れた三日間～,初恋×劣情～友達には戻れない、欲に溺れた三日間～,japanese,,,doujinshi,,,"anal, males only, yaoi, blowjob, anal intercourse, nipple stimulation",56,2026-05-03 13:42:31,2026-05-03 13:42:31,2026-05-04 14:23:47
647729,[feiren×唐土唐助] 大手ギルドで10人分働いている超優秀な俺をクビってマジですか？ 第04巻 [雑誌寄せ集め],[feiren×唐土唐助] 大手ギルドで10人分働いている超優秀な俺をクビってマジですか？ 第04巻 [雑誌寄せ集め],大手ギルドで10人分働いている超優秀な俺をクビってマジですか？ 第04巻,japanese,feiren,,manga,,,full censorship,175,2026-05-03 13:52:32,2026-05-03 13:52:32,2026-05-04 14:23:59
647730,[Berosu-ya (Berosu)] Suisei Chijoku Henshin shinagara Haiboku suru Heroine,[べろす屋 (べろす)] 水星恥辱 変身しながら敗北するヒロイン,Suisei Chijoku Henshin shinagara Haiboku suru Heroine,japanese,berosu,berosuya,doujinshi,sailor moon | bishoujo senshi sailor moon,sailor mercury | ami mizuno,"magical girl, schoolgirl uniform, tentacles, sole female",32,2026-05-03 13:54:39,2026-05-03 13:54:39,2026-05-04 14:24:10
647731,[旭てとり] 無垢なエルフに、まだ手が出せない。,[旭てとり] 無垢なエルフに、まだ手が出せない。,無垢なエルフに、まだ手が出せない。,japanese,,,doujinshi,,,"elf, anal, males only, yaoi, tomgirl, blowjob, anal intercourse",40,2026-05-03 13:57:15,2026-05-03 13:57:15,2026-05-04 14:24:21
647732,“A Path I Chose”,“A Path I Chose”,“A Path I Chose”,japanese,,,doujinshi,naruto,"naruto uzumaki, sakura haruno","crossdressing, misc",7,2026-05-03 13:57:55,2026-05-03 13:57:55,2026-05-04 14:24:32
647733,[Konpotasarami Aji] Jinsei ni Zetsubou shita Mushoku ga Tasuketa Inma ni Kyukon Hyaku gou Ranbou sareru Hanashi,[コンポタサラミ味] 人生に絶望した無職が助けた淫魔に求婚百合乱暴される話,Jinsei ni Zetsubou shita Mushoku ga Tasuketa Inma ni Kyukon Hyaku gou Ranbou sareru Hanashi,japanese,,,doujinshi,,,"big breasts, females only, ahegao, demon girl, yuri, stockings, horns, tail, gloves",27,2026-05-03 13:59:35,2026-05-03 13:59:35,2026-05-04 14:24:44
647734,[糸蜜堂 (蜜次郎)] 男の娘お届けします！2〜いつも来る配達員さんがまさかの男の娘だったけど迷わずハメた〜,[糸蜜堂 (蜜次郎)] 男の娘お届けします！2〜いつも来る配達員さんがまさかの男の娘だったけど迷わずハメた〜,男の娘お届けします！2〜いつも来る配達員さんがまさかの男の娘だったけど迷わずハメた〜,japanese,mitsujirou,itomitsudou,doujinshi,,,"anal, yaoi, tomgirl, anal intercourse",49,2026-05-03 14:02:31,2026-05-03 14:02:31,2026-05-04 14:24:55
647735,[全彩乱涂机上色][Maguro Coffee (Aburi Salmon Maru)] Ichiya Kagiri no Ayamachi [Chinese][Colorized][不咕鸟汉化组],[全彩乱涂机上色][不咕鸟汉化组] [まぐろ珈琲 (炙りサーモン丸)] 一夜限りのアヤマチ [中国翻訳],Ichiya Kagiri no Ayamachi,"translated, chinese",aburi saamon maru,maguro coffee,doujinshi,,,rough translation,49,2026-05-03 14:05:37,2026-05-03 14:05:37,2026-05-04 14:25:06
647736,[ ステップlaダー ] 高身長メスお兄さんは彼氏のことが想像以上にめっちゃ好き3,[ ステップlaダー ] 高身長メスお兄さんは彼氏のことが想像以上にめっちゃ好き3,高身長メスお兄さんは彼氏のことが想像以上にめっちゃ好き3,japanese,mizk,step ladder,doujinshi,,,"big ass, anal, yaoi, apron",37,2026-05-03 14:07:49,2026-05-03 14:07:49,2026-05-04 14:25:17
647737,[Gakupoppo (Cara Subato)] 全部見せてよ、拓人くん [Digital],[牙九ぽっぽ (空すばと)] 全部見せてよ、拓人くん [DL版],全部見せてよ、拓人くん,japanese,cara subato,gakupoppo,doujinshi,,,"multi-work series, males only, yaoi, filming",39,2026-05-03 14:10:07,2026-05-03 14:10:07,2026-05-04 14:25:28
647738,[Matsuri Juro] Imouto no Rin to Sono Tomodachi [Chinese] [Jumppmuj個人漢化],[祭十郎] 妹の凛とその友達 [中国翻訳],Imouto no Rin to Sono Tomodachi,"translated, chinese",matsuri juro,matsuri juro,doujinshi,,,"pregnant, emotionless sex, ffm threesome, lolicon, incest, big areolae, sister, impregnation, tomboy, sole male, bisexual, twintails, eye-covering bang",41,2026-05-03 14:18:07,2026-05-03 14:18:07,2026-05-04 14:25:40
647739,[Tiler] Star Detective Precure Manga [Chinese] [種付大叔個人漢化],[たいらー] たんプリまんが (名探偵プリキュア!) [中国翻訳],Star Detective Precure Manga,"translated, chinese",tiler,,doujinshi,meitantei precure,"cure arcana shadow | ruruka moria, cure answer | anna akechi, cure mystique | mikuru kobayashi","kissing, nakadashi, ahegao, lolicon, stockings, fingering, rape, blowjob, big penis, bbm, deepthroat, sole female, bald, clit stimulation, rough translation",31,2026-05-03 14:23:53,2026-05-03 14:23:53,2026-05-04 14:25:51
647740,(SC2017 Winter) [ManiacStreet (Sugaishi)] Amanatsu - Sweet Rainy Girly Summer (Yotsubato!) [English] [Gagak_Ireng] (rewrite),(サンクリ2017 Winter) [ManiacStreet (すがいし)] あまなつ (よつばと!) [英語の書き直し],Amanatsu - Sweet Rainy Girly Summer,english,sugaishi,,doujinshi,yotsubato,fuuka ayase,"kissing, big breasts, cunnilingus, schoolgirl uniform, nakadashi, hairy, x-ray, defloration, drugs, lingerie, dilf, blowjob, sole female, sole male, wet clothes, redraw",36,2026-05-03 14:26:44,2026-05-03 14:26:44,2026-05-04 14:26:02
647741,[MASCARPONE ( 葦原旭 )] androgynous in NY,[MASCARPONE ( 葦原旭 )] androgynous in NY,androgynous in NY,japanese,,,doujinshi,,,"anal, dark skin, x-ray, males only, yaoi",85,2026-05-03 14:32:11,2026-05-03 14:32:11,2026-05-04 14:26:14
647742,[コットン] はにかむはつこい [DL版],[コットン] はにかむはつこい [DL版],はにかむはつこい,japanese,cotton,,manga,,,"glasses, tankoubon",211,2026-05-03 14:44:46,2026-05-03 14:44:46,2026-05-04 14:26:25
647743,[ 69SHOW ( 哉ヰ子 )] 特濃!!搾乳牧場 ラブメイク⭐︎カウ,[ 69SHOW ( 哉ヰ子 )] 特濃!!搾乳牧場 ラブメイク⭐︎カウ,特濃!!搾乳牧場 ラブメイク⭐︎カウ,japanese,,,doujinshi,,,"big breasts, big nipples, males only, yaoi, lactation, nipple stimulation",65,2026-05-03 14:48:48,2026-05-03 14:48:48,2026-05-04 14:26:37
647744,[アオクロ (orukoa)] 連続絶頂!メス堕ち勇者!,[アオクロ (orukoa)] 連続絶頂!メス堕ち勇者!,連続絶頂!メス堕ち勇者!,japanese,orukoa,shota mangaya-san | aoqlo,doujinshi,,,"males only, yaoi, demon, big penis, horns",82,2026-05-03 14:54:02,2026-05-03 14:54:02,2026-05-04 14:26:48
647745,[江口ジョーズ] ネツアイプログレス [DL版],[江口ジョーズ] ネツアイプログレス [DL版],ネツアイプログレス,japanese,eguchi jaws,,manga,,,tankoubon,167,2026-05-03 15:04:31,2026-05-03 15:04:31,2026-05-04 14:26:59
647746,[ エフ屋 (メッシィ)] ふたなりおねえちゃん精液風呂出産せっくす,[ エフ屋 (メッシィ)] ふたなりおねえちゃん精液風呂出産せっくす,ふたなりおねえちゃん精液風呂出産せっくす,japanese,messy,efuya,doujinshi,,,"futanari, urethra insertion, pregnant, big balls, cum bath, blowjob, sole male, sole dickgirl, ponytail, vaginal birth, full-packaged futanari",34,2026-05-03 15:06:43,2026-05-03 15:06:43,2026-05-04 14:27:10
647747,[Minna Daisuki] Stop! Jikan Teishi | Stop! Time Freeze (COMIC LO 2026-06) [English] [Xzosk] [Digital],[みんなだいすき] ストップ！時間停止 (COMIC LO 2026年6月号) [英訳] [DL版],Stop! Jikan Teishi | Stop! Time Freeze,"english, translated",minna daisuki,,manga,,,"time stop, nakadashi, lolicon, incest, rape, sister",24,2026-05-03 15:11:25,2026-05-03 15:11:25,2026-05-04 14:27:22
647748,"[Kinomiki] Tokete, Hodokete, Hodasarete [Digital]",[きのみき] とけて、ほどけて、絆されて [DL版],"Tokete, Hodokete, Hodasarete",japanese,kinomiki,,manga,,,"story arc, tankoubon, pantyhose",218,2026-05-03 15:24:17,2026-05-03 15:24:17,2026-05-04 14:27:33
647749,[remora works (Momokumo)] PRIDE OF MAIDS [English] [Digital],[Remora Works (桃雲)] PRIDE OF MAIDS [英訳] [DL版],PRIDE OF MAIDS,"english, translated",momokumo,remora works,doujinshi,original,,"maid, futanari, big breasts, frottage, anal, catfight, blowjob, big penis, deepthroat, dickgirl on dickgirl, dickgirls only, anal intercourse, full-packaged futanari",38,2026-05-03 15:31:36,2026-05-03 15:31:36,2026-05-04 14:27:44
647750,[ねすお] ボクだけに懐いてくれるオス牛さん 前編,[ねすお] ボクだけに懐いてくれるオス牛さん 前編,ボクだけに懐いてくれるオス牛さん 前編,japanese,nesuo,,doujinshi,,,"big breasts, big nipples, anal, dark skin, males only, yaoi, lactation, muscle, cowman, kemonomimi, nipple stimulation",34,2026-05-03 15:33:53,2026-05-03 15:33:53,2026-05-04 14:27:55
647751,(さいおがうま) 盗賊青年、夜の顔 ～千里眼で親友が犯されてるのを見てしまった件～ 後編,(さいおがうま) 盗賊青年、夜の顔 ～千里眼で親友が犯されてるのを見てしまった件～ 後編,盗賊青年、夜の顔 ～千里眼で親友が犯されてるのを見てしまった件～ 後編,japanese,saiogauma,,doujinshi,,,"anal, males only, inflation, yaoi, big penis",32,2026-05-03 15:36:00,2026-05-03 15:36:00,2026-05-04 14:28:07
647752,(さいおがうま) 盗賊青年、夜の顔 ～千里眼で親友が犯されてるのを見てしまった件～ 前編,(さいおがうま) 盗賊青年、夜の顔 ～千里眼で親友が犯されてるのを見てしまった件～ 前編,盗賊青年、夜の顔 ～千里眼で親友が犯されてるのを見てしまった件～ 前編,japanese,saiogauma,,doujinshi,,,"anal, males only, yaoi, gaping, big penis",36,2026-05-03 15:38:21,2026-05-03 15:38:21,2026-05-04 14:28:19
647753,"[YU Chien] Liebestraum♪ Yume de Nandomo Deatteita Onna wa Kanojo no Haha Datta ~Houkago, Kindan ni Ochiteiku~ | Liebestraum♪ 梦中多次邂逅的她是女友的母亲 ~放学后，坠入禁忌之恋~ (Honkai: Star Rail) [Chinese] [欶澜汉化组] [Digital]",[御芊 YUChien (御芊ゆせん)] Liebestraum♪ 夢で何度も出会っていた女は彼女の母だった 〜放課後、禁断に堕ちていく〜 (崩壊:スターレイル) [中国翻訳] [DL版],"Liebestraum♪ Yume de Nandomo Deatteita Onna wa Kanojo no Haha Datta ~Houkago, Kindan ni Ochiteiku~ | Liebestraum♪ 梦中多次邂逅的她是女友的母亲 ~放学后，坠入禁忌之恋~","translated, chinese",yu chien,,doujinshi,honkai star rail,cyrene,"elf, milf, big breasts, group, cheating, ffm threesome, hairy, sole male",40,2026-05-03 15:41:17,2026-05-03 15:41:17,2026-05-04 14:28:30
647754,[全彩乱涂机上色][electromonkey (Migihaji)] Love ja Nakereba Hame Houdai 2 [Chinese] [空気系☆漢化] [Digital],[全彩乱涂机上色][electromonkey (右端)] ラブじゃなければハメ放題2 [空気系☆漢化] [DL版],Love ja Nakereba Hame Houdai 2,"translated, chinese",migihaji,electromonkey,doujinshi,,,"big breasts, piercing, glasses, big ass, nakadashi, cosplaying, full color, multi-work series, bunny girl, stockings, leotard, inverted nipples, blowjob, sole female, kemonomimi, rough translation",54,2026-05-03 15:44:34,2026-05-03 15:44:34,2026-05-04 14:28:41
647755,[pass] ざまぁ領主 闇オークション出品の代償はおちんぽ催淫!?,[pass] ざまぁ領主 闇オークション出品の代償はおちんぽ催淫!?,ざまぁ領主 闇オークション出品の代償はおちんぽ催淫!?,japanese,pass,pass,doujinshi,,,"anal, x-ray, males only, yaoi, big penis",44,2026-05-03 15:48:16,2026-05-03 15:48:16,2026-05-04 14:28:52
647756,[お父さんの黒歴史 (前向きなドM)] 家庭内偏愛3,[お父さんの黒歴史 (前向きなドM)] 家庭内偏愛3,家庭内偏愛3,japanese,itami | maemukina do m,otosan no kurorekishi,doujinshi,,,"anal, multi-work series, males only, yaoi",38,2026-05-03 15:50:36,2026-05-03 15:50:36,2026-05-04 14:29:03
647757,[Vパン’sエクスタシー (左藤空気)] Vanishing Reality 1~4(完) [Chinese],[Vパン’sエクスタシー (左藤空気)] Vanishing Reality 1~4(完) [Chinese],Vanishing Reality 1~4,"translated, chinese",satou kuuki,vpans extasy,manga,,,"big breasts, corruption, compilation, magical girl, netorare, story arc, nakadashi, ahegao, anal, femdom, crossdressing, stockings, mind break, tomgirl, tentacles, crotch tattoo, gender morph, gender change, rough translation",216,2026-05-03 16:05:01,2026-05-03 16:05:01,2026-05-04 14:29:15
647758,"[Asahina Yoshitosi] KabeShiri | Help, Step-Sensei, I'm Stuck! (Blue Archive) [English] [Decensored] [Bonifacial]",[朝比奈吉利] 壁尻 (ブルーアーカイブ) [英訳] [無修正],"KabeShiri | Help, Step-Sensei, I'm Stuck!","english, translated",asahina yoshitosi | guman,,doujinshi,blue archive,"hina sorasaki, sensei","uncensored, anal, stuck in wall, anal intercourse",24,2026-05-03 16:06:44,2026-05-03 16:06:44,2026-05-04 14:29:26
647759,[ まろやか古民家 ( 西樹めゆ)] 貴族青年、乳首強○尋問,[ まろやか古民家 ( 西樹めゆ)] 貴族青年、乳首強○尋問,貴族青年、乳首強○尋問,japanese,nishiki meyu,maroyaka kominka,doujinshi,,,"big breasts, big nipples, anal, males only, yaoi, nipple stimulation",32,2026-05-03 16:08:50,2026-05-03 16:08:50,2026-05-04 14:29:37
647760,"(MEGA☆ROCK 2) [Keshika no Yamabuki (Yamabuki)] Kimi to Futari, Tsuki no Hikari ga Todoku Yoru ni (Rockman.EXE)",(MEGA☆ROCK2) [ケシカノヤマブキ (ヤマブキ)] キミとふたり、月の光がとどく夜に (ロックマン エグゼ),"Kimi to Futari, Tsuki no Hikari ga Todoku Yoru ni",japanese,yamabuki,keshika no yamabuki,doujinshi,megaman battle network | rockman.exe,"lan hikari, megaman.exe","males only, incest, yaoi, bodysuit, shotacon, kodomo doushi, kodomo only",42,2026-05-03 16:17:08,2026-05-03 16:17:08,2026-05-04 14:29:48
647761,[みずがめ] ビュビュッと！アヘリンピック～オナペットアイドル達のエロバトル！～,[みずがめ] ビュビュッと！アヘリンピック～オナペットアイドル達のエロバトル！～,ビュビュッと！アヘリンピック～オナペットアイドル達のエロバトル！～,japanese,mizugame,,manga,,,"anal, sex toys, males only, yaoi",39,2026-05-03 16:19:46,2026-05-03 16:19:46,2026-05-04 14:30:00
647762,[ まろやか古民家 ( 西樹めゆ)] 変態アルケミストとスケベアイテム屋さん 最終話～変態アルケミストと未来へ進むイチャラブSEX！～,[ まろやか古民家 ( 西樹めゆ)] 変態アルケミストとスケベアイテム屋さん 最終話～変態アルケミストと未来へ進むイチャラブSEX！～,変態アルケミストとスケベアイテム屋さん 最終話～変態アルケミストと未来へ進むイチャラブSEX！～,japanese,nishiki meyu,,doujinshi,,,"big breasts, big nipples, males only, yaoi, nipple stimulation",30,2026-05-03 16:21:46,2026-05-03 16:21:46,2026-05-04 14:30:11
647763,A Gyaru and an Otaku's Codependency,ギャルとオタクの共依存っ♪～童貞オタクと、からかい半分のつもりがちんぽに完全敗北して……オタク沼にどっぷり嵌っちゃう爆尻爆乳ギャルさんっ♪～,A Gyaru and an Otaku's Codependency,japanese,,,doujinshi,,,"big breasts, huge breasts, artistcg, dark skin, gyaru",133,2026-05-03 16:29:45,2026-05-03 16:29:45,2026-05-04 14:30:23
647764,[聖華快楽書店 (エルトリア)] 魔法少女セイントリリィ・フルカラー総集編,[聖華快楽書店 (エルトリア)] 魔法少女セイントリリィ・フルカラー総集編,魔法少女セイントリリィ・フルカラー総集編,japanese,kumakko,seika kairaku shoten,doujinshi,,,"futanari, corruption, dickgirl on female",460,2026-05-03 16:57:15,2026-05-03 16:57:15,2026-05-04 14:30:34
647765,[smooth (Nakamura kuzuyu)] Shichakushitsu [Digital][Chinese][AI translation],[smooth (中村葛湯)] 試着室 [中国翻訳] [DL版],Shichakushitsu,"translated, chinese",nakamura kuzuyu,smooth,doujinshi,,,"masturbation, schoolgirl uniform, sole female, sole male, rough translation",44,2026-05-03 17:00:08,2026-05-03 17:00:08,2026-05-04 14:30:45
647766,[Peach Candy (Yukie)] Oniichan Osewa wa Watashi ni Makasete ne Soushuuhen 1 [Digital],[Peach Candy (ゆき恵)] お兄ちゃんお世話は私に任せてね 総集編1 [DL版],Oniichan Osewa wa Watashi ni Makasete ne Soushuuhen 1,japanese,yukie,peach candy,doujinshi,,,"schoolgirl uniform, full color, incest, sister, soushuuhen",107,2026-05-03 17:06:49,2026-05-03 17:06:49,2026-05-04 14:30:56
647767,[FuraFura] Miya-chan wa Oji-chan to Aka-chan o Tskuritai | 宫酱想要生下大叔的孩子 [Chinese] [零克文个人汉化],[ふらふら] ミヤちゃんはおじちゃんと赤ちゃんを作りたい [中国翻訳],Miya-chan wa Oji-chan to Aka-chan o Tskuritai | 宫酱想要生下大叔的孩子,"translated, chinese",furafura,,doujinshi,,,"dark skin, lolicon, full color, tanlines, tomboy, sole female, sole male",20,2026-05-03 17:10:35,2026-05-03 17:10:35,2026-05-04 14:31:08
647768,[こんちくしょう! (やまもと馬並)] 男の娘vs双子配信者 イキ果て成敗！ ドS怨霊にチン凸された結果ww 前編,[こんちくしょう! (やまもと馬並)] 男の娘vs双子配信者 イキ果て成敗！ ドS怨霊にチン凸された結果ww 前編,男の娘vs双子配信者 イキ果て成敗！ ドS怨霊にチン凸された結果ww 前編,japanese,yamamoto manami,kong-chic-show,doujinshi,,,"anal, males only, yaoi",38,2026-05-03 17:13:07,2026-05-03 17:13:07,2026-05-04 14:31:19
647769,[桃んば] 対立不良チームからの腹責め!!限界膨腹!!,[桃んば] 対立不良チームからの腹責め!!限界膨腹!!,対立不良チームからの腹責め!!限界膨腹!!,japanese,,,doujinshi,,,"schoolboy uniform, enema, males only, inflation, yaoi, filming, rape",26,2026-05-03 17:14:56,2026-05-03 17:14:56,2026-05-04 14:31:31
647770,[デカムチ蟹肉棒(鬼道大介 / 新堂大輔)] 【ボイスドラマ付き】夕立街薄明譚-暗殺者と主人-,[デカムチ蟹肉棒(鬼道大介 / 新堂大輔)] 【ボイスドラマ付き】夕立街薄明譚-暗殺者と主人-,【ボイスドラマ付き】夕立街薄明譚-暗殺者と主人-,japanese,,,doujinshi,,,"dark skin, x-ray, males only, yaoi, blowjob, josou seme",93,2026-05-03 17:20:58,2026-05-03 17:20:58,2026-05-04 14:31:42
647771,[つゆだく (牛☆丼子)] 秘孔を突いていきますからね麼麼咋咋～お胸が張ってツラいんです…トビ出せ！乳房ぐちゃとろ揉みほぐしコース～,[つゆだく (牛☆丼子)] 秘孔を突いていきますからね麼麼咋咋～お胸が張ってツラいんです…トビ出せ！乳房ぐちゃとろ揉みほぐしコース～,秘孔を突いていきますからね麼麼咋咋～お胸が張ってツラいんです…トビ出せ！乳房ぐちゃとろ揉みほぐしコース～,japanese,gyu donko,tsuyudaku,doujinshi,,,"big breasts, big nipples, anal, crossdressing, males only, yaoi, lactation, lingerie, nipple stimulation",48,2026-05-03 17:24:28,2026-05-03 17:24:28,2026-05-04 14:31:53
